respondent_id,formula,true_label,predicted_label,stoichiometry,crystal_structure,average_metal_oxygen_bond_distance,total_number_of_valence_electrons,d_electron_count,mass_density,mean_electronegativity_of_elements_in_formula,polarizability_of_the_compound,standard_deviation_of_average_ionic_radius_of_elements,crystal_field_splitting_energy,electronic_correlation,other_please_specify
10144033010,LaFeO3,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,LaNiO3,metal,metal,Stoichiometry,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,Standard deviation of average ionic radius of elements,NA,NA,NA
10144033010,CaFeO3,mit,mit,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,Ligand hole behavior
10144033010,ReO3,metal,metal,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,MoO2,metal,metal,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,Crystal field splitting energy,NA,Strain
10144033010,MoO3,insulator,insulator,Stoichiometry,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,Ag2BiO3,mit,mit,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144033010,TiO,metal,metal,Stoichiometry,NA,Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,MnO,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,Ca2RuO4,mit,mit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10144033010,NbO2,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10144033010,Sr2TiO4,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,Ti2O3,mit,mit,Stoichiometry,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,NA,NA,NA
10144033010,Cr2O3,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,KVO3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10144033010,BaVS3,mit,mit,NA,NA,NA,NA,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,NA,Charge disproportionation
10144033010,SrCrO3,metal,metal,NA,NA,Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10144105048,LaRuO3,metal,insulator,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,NA,NA,NA
10144105048,LaFeO3,insulator,insulator,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,LaNiO3,metal,insulator,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10144105048,CaFeO3,mit,mit,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,NA,NA,NA
10144105048,ReO3,metal,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,MoO2,metal,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,MoO3,insulator,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,Ag2BiO3,mit,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,TiO,metal,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,MnO,insulator,insulator,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,Ca2RuO4,mit,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,NbO2,mit,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,Sr2TiO4,insulator,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,Ti2O3,mit,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,Cr2O3,insulator,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,KVO3,insulator,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,BaVS3,mit,insulator,NA,NA,NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10144105048,SrCrO3,metal,insulator,Stoichiometry,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145209132,LaRuO3,metal,metal,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145209132,LaFeO3,insulator,insulator,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,LaNiO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,Standard deviation of average ionic radius of elements,NA,Electronic correlation,NA
10145209132,CaFeO3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145209132,ReO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145209132,MoO2,metal,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145209132,MoO3,insulator,insulator,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,Ag2BiO3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,NA,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145209132,TiO,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145209132,MnO,insulator,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,Ca2RuO4,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145209132,NbO2,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145209132,Sr2TiO4,insulator,insulator,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,Ti2O3,mit,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10145209132,Cr2O3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,KVO3,insulator,insulator,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145209132,BaVS3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,NA,Electronic correlation,NA
10145209132,SrCrO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,LaRuO3,metal,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,LaFeO3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219521,LaNiO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,CaFeO3,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,ReO3,metal,insulator,Stoichiometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,MoO2,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145219521,MoO3,insulator,metal,Stoichiometry,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,Ag2BiO3,mit,mit,Stoichiometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,TiO,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145219521,MnO,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,Ca2RuO4,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,NbO2,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10145219521,Sr2TiO4,insulator,insulator,Stoichiometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145219521,Ti2O3,mit,mit,Stoichiometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145219521,Cr2O3,insulator,insulator,Stoichiometry,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219521,KVO3,insulator,metal,Stoichiometry,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145219521,BaVS3,mit,mit,Stoichiometry,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145219521,SrCrO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219709,LaRuO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,NA,NA,NA,Polarizability of the compound,NA,NA,Electronic correlation,NA
10145219709,LaFeO3,insulator,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,LaNiO3,metal,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,CaFeO3,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,NA,Electronic correlation,NA
10145219709,ReO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,MoO2,metal,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,MoO3,insulator,insulator,NA,NA,NA,Total number of valence electrons,NA,Mass density,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,Ag2BiO3,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,TiO,metal,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,MnO,insulator,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,Ca2RuO4,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,NbO2,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,NA,Electronic correlation,NA
10145219709,Sr2TiO4,insulator,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,NA,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,Ti2O3,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,Mean electronegativity of elements in formula,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,Cr2O3,insulator,insulator,Stoichiometry,NA,Average metal-oxygen bond distance,NA,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,NA,Electronic correlation,NA
10145219709,KVO3,insulator,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,Mean electronegativity of elements in formula,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145219709,BaVS3,mit,metal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145219709,SrCrO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,LaRuO3,metal,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,LaFeO3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244165,LaNiO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,dimensionality
10145244165,CaFeO3,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,ReO3,metal,metal,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,MoO2,metal,insulator,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,MoO3,insulator,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,Ag2BiO3,mit,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,TiO,metal,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,MnO,insulator,insulator,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,Ca2RuO4,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,NbO2,mit,metal,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,Sr2TiO4,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145244165,Ti2O3,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,Cr2O3,insulator,metal,NA,NA,Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244165,KVO3,insulator,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244165,BaVS3,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244165,SrCrO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244363,LaRuO3,metal,metal,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244363,LaFeO3,insulator,metal,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244363,LaNiO3,metal,insulator,NA,NA,Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145244363,CaFeO3,mit,metal,NA,NA,NA,NA,d electron count,NA,NA,NA,Standard deviation of average ionic radius of elements,NA,NA,NA
10145244363,ReO3,metal,metal,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,spin orbit coupled
10145244363,MoO2,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244363,MoO3,insulator,metal,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10145244363,Ag2BiO3,mit,insulator,NA,NA,NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,NA,NA
10145244363,TiO,metal,metal,NA,NA,NA,NA,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145244363,MnO,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244363,Ca2RuO4,mit,mit,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,soc
10145244363,NbO2,mit,mit,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145244363,Sr2TiO4,insulator,insulator,NA,NA,NA,Total number of valence electrons,NA,NA,Mean electronegativity of elements in formula,Polarizability of the compound,NA,NA,NA,NA
10145244363,Ti2O3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,Crystal field splitting energy,NA,NA
10145244363,Cr2O3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10145244363,KVO3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145244363,BaVS3,mit,mit,NA,NA,NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,NA,NA
10145244363,SrCrO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10145280023,LaRuO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,LaFeO3,insulator,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,LaNiO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,CaFeO3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,ReO3,metal,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,MoO2,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,MoO3,insulator,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,Ag2BiO3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,Polarizability of the compound,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,TiO,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,MnO,insulator,insulator,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,Ca2RuO4,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,NbO2,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,Sr2TiO4,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145280023,Ti2O3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145280023,Cr2O3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,Total number of valence electrons,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,KVO3,insulator,insulator,NA,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145280023,BaVS3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,Crystal field splitting energy,Electronic correlation,NA
10145280023,SrCrO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",Average metal-oxygen bond distance,NA,d electron count,NA,NA,NA,NA,NA,Electronic correlation,NA
10145375101,LaRuO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145375101,LaFeO3,insulator,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145375101,LaNiO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145375101,CaFeO3,mit,mit,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145375101,ReO3,metal,insulator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Electronic correlation,NA
10145375101,MoO2,metal,insulator,NA,NA,NA,Total number of valence electrons,NA,NA,NA,NA,NA,NA,NA,NA
10145375101,MoO3,insulator,insulator,NA,NA,NA,Total number of valence electrons,d electron count,NA,NA,NA,NA,NA,NA,NA
10145375101,Ag2BiO3,mit,mit,NA,NA,Average metal-oxygen bond distance,NA,NA,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10145375101,TiO,metal,metal,Stoichiometry,NA,NA,NA,NA,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145375101,MnO,insulator,metal,Stoichiometry,NA,NA,NA,NA,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145375101,Ca2RuO4,mit,mit,NA,NA,NA,Total number of valence electrons,NA,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145375101,NbO2,mit,insulator,Stoichiometry,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145375101,Sr2TiO4,insulator,metal,Stoichiometry,NA,NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145375101,Ti2O3,mit,mit,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crystal field splitting energy,NA,NA
10145375101,Cr2O3,insulator,insulator,Stoichiometry,NA,NA,NA,NA,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145375101,KVO3,insulator,metal,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,Standard deviation of average ionic radius of elements,NA,NA,NA
10145375101,BaVS3,mit,insulator,NA,NA,NA,NA,NA,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
10145375101,SrCrO3,metal,metal,Stoichiometry,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10145454041,LaRuO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,NA,NA,NA,NA,NA,NA
10145454041,LaFeO3,insulator,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10145454041,LaNiO3,metal,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,Total number of valence electrons,d electron count,NA,NA,Polarizability of the compound,NA,NA,NA,NA
10145454041,CaFeO3,mit,insulator,NA,"Crystal structure (e.g. perovskite, rock salt, rutile)",NA,NA,d electron count,NA,Mean electronegativity of elements in formula,NA,NA,NA,NA,NA
